59.2,63.958,55.658,57.583
65.096,61.25,57.117,49.183
66.838,60.875,61.932,50.1
69.171,57.767,54.608,51.633
58.275,59.192,58.517,51.883
58.775,53.192,58.492,49.5
61.95,59.592,57.25,49.172
60.646,55.958,58.717,54.817
70.125,55.15,53.629,53.817
63.792,56.083,52.675,60.808
58.233,59.125,59.725,58.508
66.15,59.405,58.475,54.6
61.027,65.158,56.717,56.925
59.417,59.013,55.175,56.767
60.25,58.433,59.458,57.154
61.25,62.45,58.417,48.008
56,55.85,55.55,50.377
56.612,57.375,55.202,53.917
63.579,56.5,53.883,49.877
60.723,58.025,53.517,51.917
66.775,56.658,55.55,57.55
59.067,62.225,54.042,54.267
60.8,61.425,55.942,53.697
67.992,61.6,52.175,52.117
62.35,61.775,56.433,51.583
69.342,57.065,51.617,53.292
66.125,53.083,59.375,52.258
61.388,57.954,55.65,54.65
63.55,59.075,55.192,58.879
61,60.717,59.825,48.758
62.583,58.525,52.025,58.513
59.05,56.183,59.437,53.175
63.95,59.317,54.121,52.392
64.2,62,55.492,50.983
59.487,61.775,54.608,52.225
63.304,60.4,61.538,53.35
62.4,59.517,56.742,58.763
56.25,60.35,57.025,51.725
59.35,61.033,53.425,60.008
60.4,60.758,58.883,49.783
61.212,58.933,60.8,57.55
63.508,60.079,56.217,47.808
64.4,59.242,57.913,56.896
61.913,57.725,51.925,58.383
60.683,56,59.5,61.225
68.925,59.633,56.069,50.405
68.092,63.333,60.145,56.65
62.842,55.725,58.508,53.358
59.517,56.917,59.4,46.2
66.508,58.075,50.658,51.6
60.433,59.192,57,50.575
62.567,57.45,53.2,55.525
68.65,59.825,60.515,52.758
62.558,55.05,58.075,55.158
68.338,58.175,55.567,60.915
64.75,58.638,57.413,51.2
71.25,58.408,57.2,56.654
64.867,60.292,56.225,56.983
60.175,62.55,49.55,61.167
59.34,55.617,57.313,54.996
57.138,63.625,55.933,53.092
58.258,58.425,53.054,48.428
60.108,60.248,57.721,58.517
60.246,59.692,57.325,57.4
59.925,56.542,60.232,58.583
66.375,58.392,58.433,55.375
63.733,60.208,54.993,53.625
60.925,57.325,58.033,51.9
59.975,57.383,53.85,51.712
62.35,57.067,55.033,55.267
61.392,61.442,56.742,57.6
63.212,55.692,55.875,58.913
60.196,58,51.125,50.388
60.95,61.5,50.225,56.758
62.7,58.767,52.8,51.758
67.975,60.4,54.267,53.175
64.013,57.663,62.625,53.475
59.308,58.2,59.967,55.983
61.688,56.3,58.9,53.783
70.258,56.775,62.896,51.158
65.883,63.375,64.5,50.006
68.1,57.125,55.617,48.596
68.375,59.608,56.475,55.696
60.925,58.475,51,52.658
60.288,55.525,53.125,54.108
63.6,55.733,57.662,56.375
65.067,56.125,53.175,57.008
60.655,57.95,54.837,52.342
66.3,58.35,54.95,52.983
65.463,55.333,57.092,51.125
64.888,60.583,62.15,52.658
61.279,55.708,53.4,49.533
67.5,55.233,52.067,51.629
61.975,57.775,51.383,57.158
60.817,55.3,58.35,61.508
65.65,62,57.325,52.142
69.058,55.6,55.083,50.127
57.458,59.217,61.229,51.733
60.425,54.892,60.013,53.142
59.009,55.358,51.883,51.667
59.075,56.567,58.725,51.108
55.15,60.625,54.7,55.004
59.325,58.767,58.625,51.5
65.4,64.4,58.342,55.933
58.492,58.542,56.1,57.942
60.64,60.383,54.317,55.342
62.75,56.815,51.85,54.595
59.983,62.942,54.508,53.192
63.775,59.025,57.481,55.616
61.525,58.2,54.433,47.617
63.625,61.45,54.983,52.242
57.842,57.4,53.408,54.083
61.917,58.292,51.533,53.921
64.4,60.85,55.671,60.725
59.75,54.725,53.283,51.708
60.2,54.658,55.393,54.446
58.475,62.875,55.142,56.675
64.467,55.675,56.425,55.85
58.592,59.275,62.6,50.358
60.6,61.45,58.3,61.686
62.15,57.493,55.121,52.638
66.575,57.25,59.55,56.633
63.042,56.983,55.808,54.783
58.275,59.067,51.658,55.741
