0.50777,0.54761,0.5789,0.5722
0.51025,0.53508,0.56832,0.58125
0.51085,0.54764,0.58512,0.60896
0.52487,0.54668,0.58336,0.62332
0.53109,0.51538,0.52169,0.59507
0.4883,0.53678,0.55969,0.57244
0.50515,0.51984,0.54711,0.60326
0.50307,0.4972,0.56081,0.63741
0.50735,0.53855,0.55975,0.59039
0.50629,0.52202,0.52504,0.62623
0.52144,0.50624,0.58043,0.59964
0.51387,0.52151,0.56104,0.58922
0.50724,0.48529,0.57661,0.5645
0.52518,0.53328,0.5278,0.60753
0.50653,0.53346,0.54874,0.60273
0.50844,0.4995,0.56197,0.6068
0.52074,0.5325,0.54489,0.57281
0.49316,0.53456,0.53417,0.61707
0.50334,0.5162,0.57548,0.59658
0.50756,0.52437,0.53641,0.59077
0.48633,0.52819,0.5713,0.6322
0.48602,0.5131,0.5392,0.60201
0.5035,0.50842,0.53807,0.56665
0.51388,0.52744,0.52012,0.57312
0.50291,0.54063,0.55517,0.5858
0.52324,0.50808,0.5698,0.58744
0.49124,0.53137,0.58757,0.58795
0.48502,0.52239,0.55259,0.60236
0.50641,0.5231,0.58936,0.6198
0.50805,0.51413,0.58034,0.608
0.49549,0.52858,0.58747,0.57876
0.48881,0.52197,0.5471,0.59963
0.50258,0.51847,0.54954,0.59519
0.498,0.51837,0.54831,0.60226
0.45113,0.48397,0.5333,0.62557
0.52345,0.50869,0.58387,0.63184
0.50042,0.52266,0.5221,0.60248
0.50863,0.53728,0.57262,0.60631
0.49812,0.50226,0.55964,0.59599
0.49276,0.54326,0.56785,0.62536
0.52436,0.51768,0.55789,0.63144
0.51058,0.50848,0.57097,0.61512
0.47473,0.50874,0.545,0.58788
0.51526,0.50097,0.53287,0.59344
0.50978,0.52089,0.54957,0.61279
0.49934,0.49233,0.56639,0.58244
0.50559,0.53608,0.572,0.57452
0.50963,0.53278,0.55545,0.59422
0.49664,0.51397,0.54159,0.58445
0.52072,0.53261,0.53997,0.58278
0.51379,0.55108,0.59581,0.61977
0.5142,0.51308,0.58817,0.59187
0.49764,0.4915,0.57012,0.62161
0.49396,0.51487,0.56956,0.57863
0.49986,0.52898,0.56625,0.61956
0.5115,0.54124,0.56583,0.57787
0.5073,0.53991,0.56668,0.59862
0.49501,0.52283,0.55098,0.58318
0.50419,0.52424,0.55869,0.61759
0.51101,0.55739,0.58091,0.59205
0.49412,0.52089,0.61879,0.57155
0.51928,0.51999,0.55722,0.59596
0.50778,0.52232,0.54908,0.60886
0.49737,0.51533,0.56519,0.59819
0.51165,0.5378,0.54165,0.59164
0.52173,0.54669,0.56631,0.56978
0.49401,0.54055,0.53785,0.6182
0.49504,0.50358,0.56577,0.58155
0.51066,0.5244,0.54842,0.61388
0.51138,0.53336,0.57326,0.58071
0.51558,0.54305,0.55201,0.60532
0.49882,0.54729,0.56979,0.58827
0.52239,0.53225,0.58704,0.55812
0.4781,0.52308,0.55213,0.61646
0.49603,0.46967,0.58442,0.60908
0.48961,0.54383,0.55733,0.59156
0.50849,0.50432,0.58759,0.61109
0.5043,0.50486,0.5938,0.57107
0.53027,0.49971,0.55819,0.58524
0.51423,0.53863,0.58293,0.57699
0.48705,0.51691,0.56621,0.5901
0.4795,0.51358,0.56317,0.5942
0.51583,0.52907,0.55658,0.57489
0.49267,0.49946,0.54776,0.63059
0.50827,0.515,0.57492,0.60454
0.49438,0.52202,0.54259,0.58699
0.50344,0.54599,0.55375,0.56348
0.52106,0.5161,0.55803,0.57868
0.49319,0.51006,0.56888,0.60155
0.49941,0.52048,0.57996,0.60404
0.50912,0.52176,0.58973,0.62188
0.52182,0.50034,0.53531,0.57639
0.50092,0.52332,0.56902,0.58535
0.51941,0.53134,0.574,0.57069
0.51482,0.52886,0.54736,0.62362
0.48584,0.53182,0.56726,0.59245
