18.4,18.226,5.0474,14.047
18.566,16.684,9.3342,7.8342
18.932,18.334,19.163,17.168
18.192,8.9789,5.2974,5.85
19.111,15.845,6.2658,4.9368
18.439,9.4211,7.9421,5.9658
18.203,19.15,16.608,4.5895
18.782,7.8658,14.632,7.8105
18.297,15.592,5.0289,7.0132
19.021,16.15,4.9632,12.526
18.255,18.666,8.8658,4.2895
18.055,14.461,11.313,11.032
19.076,19.237,12.476,8.4316
18.779,15.671,11.616,12.845
18.734,12.055,6.2368,5.7526
18.497,18.908,8.7632,9.2895
18.468,18.808,14.095,4.8816
18.853,16.268,10.703,7.8658
18.774,16.026,14.589,7.7316
18.242,19.805,6.3026,7.8921
18.824,16.221,14.237,9.2842
19.129,5.6658,4.8974,8.7921
12.189,16.613,11.008,5.7421
18.916,15.889,11.171,7.2895
18.724,14.608,10.968,4.8553
18.308,16.055,10.487,4.4658
19.042,13.347,10.947,6.3816
16.037,18.113,5.3526,8.5816
15.653,17.642,17.629,4.6395
19.266,10.089,17.429,4.5526
9.7974,19.155,10.942,6.8079
12.45,18.774,16.942,10.297
19.284,15.982,10.226,6.1079
18.632,19.6,16.482,7.2132
18.926,18.647,10.239,9.3816
18.726,12.371,6.7553,10.734
15.992,18.589,16.653,8.8447
18.474,8.5237,9.5368,8.6
18.353,17.626,11.121,6.1579
19.463,17.961,7.2816,7.7763
18.471,18.134,10.605,6.2947
18.911,7.5395,5.0763,5.9763
12.395,12.455,13.966,5.0579
17.987,7.5868,11.363,15.497
15.608,13.018,6.2553,4.6842
18.792,18.337,14.884,6.9658
18.303,18.05,6.7868,13.453
17.961,16.234,6.2789,6.1816
15.989,16.929,7.4974,6.6447
18.529,14.524,7.6842,5.2474
18.347,18.608,6.5368,3.9711
19.6,7.2816,12.918,4.3553
12.147,16.087,14.853,4.2789
15.771,18.789,6.0184,6.7105
19.032,16.771,16.905,5.4237
18.763,10.25,17.742,6.8974
18.811,18.329,10.358,10.292
18.405,18.853,8.1342,4.9579
18.955,12.218,9.4921,5.6237
18.326,19.761,7.5184,8.6263
18.242,18.089,7.15,6.6684
18.395,8.2342,11.903,5.1605
10.529,16.516,8.5368,5.1
15.487,12.797,8.6711,5.8579
18.305,6.6816,8.6789,5.5184
12.226,19.161,9.7316,6.1289
17.961,14.503,14.474,5.8526
18.089,12.603,14.211,5.9895
18.087,7.7895,9.0053,6.8711
18.529,14.529,8.9605,8.7395
18.329,16.813,14.976,4.8895
12.913,18.966,15.442,5.4053
16.442,18.529,8.9421,4.4816
15.645,16.808,11.234,8.7421
12.255,12.742,9.4974,5.6711
17.953,18.161,14.695,8.7526
18.697,4.9105,5.1605,8.7
17.837,16.939,8.1632,8.1132
17.834,18.605,12.376,5.1763
18.503,10.876,8.5,6.6921
18.453,16.003,4.2868,5.1842
17.834,6.2158,16.713,6.2395
16.047,18.482,9.4026,9.5316
18.553,6.9421,14.247,8.1211
16.395,15.897,14.813,9.4263
18.642,18.184,11.563,5.4974
18.905,10.679,8.6763,6.5342
18.753,16.113,10.3,8.2868
15.532,7.9921,7.3,9.3553
18.592,19.268,10.111,6.6368
18.305,15.626,6.2289,9.2237
18.363,12.963,17.384,6.1316
18.692,18.474,18.621,3.9053
18.624,15.687,19.408,3.8421
19.25,16.495,16.187,6.0026
18.161,13.366,11.413,6.9316
11.942,19.597,15.445,5.0895
19.263,8.0289,18.634,8.6447
18.182,17.163,6.6789,12.061
18.074,17.874,17.042,4.2079
17.682,17.755,15.129,6.9053
18.368,10.8,7.0921,11.542
18.434,16.408,7.3289,5.3342
16.005,16.353,11.076,5.8105
15.487,11.992,5.9158,7.8895
18.042,16.461,11.637,8.6289
18.442,19.371,16.811,10.845
18.35,18.739,16.468,4.9816
19.032,18.663,10.582,10.821
19.108,18.255,9.0605,5.9237
18.016,19.311,7.2316,6.0816
17.974,17.937,14.571,8.3263
16.268,12.526,12.016,5.4132
18.597,7.7842,5.8105,4.9974
15.826,19.092,13.163,7.9737
18.589,10.279,4.4368,6.95
19.384,16.358,6.8789,6.7395
18.413,18.047,8.7974,7.65
15.524,13.784,13.697,5.5
19.208,18.668,12.545,4.5079
18.603,12.995,11.824,4.6974
18.258,19.684,8.5316,12.934
19.047,10.995,6.0974,5.1737
16.279,18.542,9.9158,8.0868
18.734,18.455,12.471,4.1132
17.874,15.5,10.792,6.0342
12.303,19.882,6.6763,17.258
19.524,16.608,15.524,4.6053
18.863,18.932,11.061,8.8974
18.437,15.924,10.779,5.3658
18.921,4.5474,11.492,8.7711
18.955,19.239,13.239,6.7658
18.087,15.579,4.0421,4.4447
19.487,15.997,7.1053,4.8658
18.642,10.958,10.518,4.2658
18.739,12.718,8.75,5.1789
10.492,18.447,16.363,7.6368
18.687,10.284,8.5789,7.0079
18.466,19.082,10.3,13.253
18.887,14.463,17.363,5.3184
19.363,12.916,5.7632,6.8842
