101.04,40.863,21.27,11.943,11.568,9.5391,5.6529,6.1172,5.6011,4.6966,5.4402,4.0138,4.1529,4.331,4,3.9,3.5011,3.9977,3.8782,3.1839
109.01,31.818,20.433,13.182,11.359,8.5989,6.0529,6.346,6.5368,4.5954,5.1839,3.992,3.9034,4.2299,3.8989,3.8276,3.8678,3.8368,3.7161,3.2966
88.341,27.922,24.345,11.794,8.1069,9.8529,5.5414,6.0356,4.9678,4.6207,5.0966,3.9851,4.1724,3.8782,4.0989,4.1253,3.4667,3.6655,3.4494,3.092
111.89,35.907,21.461,10.921,10.871,8.7437,6.2437,5.7172,5.0575,5.0299,5.3575,3.9126,4.2103,4.3126,3.8747,4.0552,3.6736,3.7701,3.623,3.1609
98.967,43.029,19.02,10.194,10.821,8.1276,6.1713,6.0747,4.8115,4.4368,5.4575,3.8874,4.4874,4.2885,4.0609,4.1747,3.6655,3.9092,3.6253,3.5
114.25,35.903,21.923,11.115,10.134,7.7437,5.554,7.0161,4.6644,5.1701,4.9011,4.1989,4.4885,4.3782,3.8747,3.9149,3.7839,3.8954,3.5184,3.3575
112.62,36.001,23.385,11.301,9.8632,9.1874,5.9448,6.3517,5.2287,4.369,5.4023,4.069,4.9195,3.9736,4.0517,3.923,3.4966,4.1034,3.5471,3.1575
109.94,23.997,22.743,13.183,9.408,7.531,6.1391,6.6069,4.7069,4.4264,5.2046,3.9632,4.1575,4.2448,3.7828,4.0759,3.554,3.9678,3.4851,3.5034
118.92,16.536,18.134,12.007,11.131,9.354,5.8494,6.6161,4.9678,4.1046,5.1874,3.9862,4.6552,4.123,4.023,3.7805,3.5126,3.8287,3.7218,3.2391
100.03,36.364,23.824,13.466,11.023,7.4391,5.9782,6.4782,4.9816,5.0195,5.523,3.8103,5.0609,4.2,3.9368,3.9782,3.6011,3.8862,3.5356,3.6046
105.51,27.763,24.051,10.848,11.011,8.3529,5.7805,6.0678,4.7655,4.6,4.8529,3.9356,4.6287,4.3931,4.0034,4.0276,3.2517,3.8402,3.6897,3.4609
89.698,29.693,20.347,13.277,11.937,8.5747,5.869,6.754,5.3011,5.8655,5.3494,3.9805,4.7828,4.2356,4.0644,4.0966,3.5011,3.8885,3.8678,3.4977
120.49,35.634,21.684,12.957,9.6345,8.969,6.231,7.2839,4.7069,4.8701,5.0483,3.8931,4.2414,4.0333,4.1425,3.8184,3.8126,3.7034,3.4023,3.5908
101.3,27.254,23.754,10.745,9.4046,9.6241,5.6149,6.9241,6.3103,4.3356,5.2437,4.0356,4.8414,4.0138,4.1287,4.1149,3.754,3.7747,3.7598,3.5023
109.52,29.808,16.901,11.668,11.498,9.5287,6.0839,6.6816,6.231,4.5287,5.3966,3.9437,4.7839,4.3333,4.2333,4.0747,3.5517,3.6494,3.6023,3.1632
112.11,30.036,22.137,14.572,10.094,9.6115,6.754,6.3115,5.4368,4.9506,5.0506,3.7667,4.508,4.1862,3.946,4.0943,3.4655,3.8724,3.8644,3.3931
108.12,28.943,24.405,10.977,10.725,8.3724,6.0184,5.8391,5.1529,5.0598,5.0609,3.6667,4.3345,3.8736,3.9736,4.1299,3.5747,3.8299,3.9092,3.5874
110.48,39.645,17.98,9.5276,10.02,7.9046,5.9954,6.5655,5.4954,5.169,5.3023,3.9287,5.0414,3.9046,4.1989,4.0931,3.577,4.023,3.623,3.4138
98.579,25.115,17.752,12.791,9.8356,7.7655,6.0759,6.5253,4.7655,5.2172,5.3034,3.9517,4.3046,3.7897,4.1747,3.9138,3.3621,3.8276,3.8759,3.2034
108.86,30.721,17.421,13.568,10.426,8.4287,6.4736,5.8,5.2034,4.3287,5.1782,3.9563,4.2287,4.3,4.1195,4.0977,3.3828,3.6736,3.7471,3.3345
112.1,38.986,18.391,13.5,10.607,7.8264,6.3184,6.7414,6.1322,4.7839,4.9977,3.977,4.1529,3.8931,4.1494,3.5908,3.5264,3.7057,3.6402,3.5172
83.923,38.713,22.063,10.711,10.767,8.9931,5.5506,6.0287,4.6161,4.931,4.8069,4.1333,4.4368,3.9575,4.0839,4.0678,3.7839,3.7598,3.5747,3.1667
112,35.036,22.361,14.721,10.047,9.9241,6.0414,5.9966,5.3644,4.9759,5.4575,4.1471,4.1805,3.9333,4.1391,4.0586,3.3253,3.8368,3.6816,3.646
109.97,46.101,22.409,9.1529,9.3575,8.1598,6.0057,6.1793,5.8621,4.454,5.3402,3.908,4.2425,4.177,4.1011,4.1529,3.4851,4.023,3.5655,3.6483
105.46,36.743,22.839,11.193,9.6977,8.4425,6.6586,6.3494,5.7333,5.1414,6.1379,3.9161,4.3184,3.8529,4.0632,4.1161,3.3057,3.8115,3.8299,3.5218
104.13,40.357,22.979,9.6046,9.4391,8.3966,5.8425,6.1471,4.9621,5.1701,5.1759,3.8701,4.692,3.7494,3.9126,4.0885,3.4069,3.7989,3.5368,3.1517
97.476,32.602,21.976,12.026,10.38,9.6287,6.3184,6.2839,5.0437,4.8736,5.4586,3.9586,4.6851,3.9943,4.0655,4.1402,3.4897,3.8517,3.731,3.2724
104.93,20.023,18.097,10.956,10.464,9.3034,5.9586,5.9609,6.3184,4.4736,5.6069,4.1782,4.2356,3.9506,4.0517,4.1724,3.6391,3.9034,3.6092,3.3954
115.68,15.897,21.822,12.336,11.38,9.2724,5.7494,6.0885,4.9253,4.2759,4.9299,4.0563,4.1828,3.8885,3.8908,4.0264,3.6805,3.8655,3.4943,3.6011
112.2,34.663,21.226,14.886,11.597,9.1184,6.0655,6.4494,6.008,4.8023,5.0011,4.146,4.6483,3.9103,4.1437,4.0494,3.2724,3.6816,3.8747,3.2989
100.35,29.353,21.946,13.175,8.5874,8.1322,5.5448,6.931,4.7253,4.1287,5.108,3.9678,4.2299,4.1345,3.9402,4.0356,3.5977,3.7253,3.7506,3.4678
97.972,27.76,16.424,8.5793,8.2632,8.1724,5.8655,6.4839,4.8966,4.9103,5.3621,3.8989,4.3816,4.0828,4.0529,3.954,3.4,4.0529,3.5701,3.3667
113.8,42.579,23.44,10.974,10.287,8.5161,6.6678,5.9644,4.9805,5.3011,5.2897,4.1103,4.1126,4.0609,4.1,3.931,3.423,3.8069,3.7368,3.3701
97.097,17.875,22.22,13.19,8.1609,8.1345,6.8241,6.4782,5.2931,5.631,5.0724,3.7575,4.6977,4.2253,4.108,4.0598,3.9184,3.9701,3.7805,3.5103
87.008,19.161,22.018,11.375,9.3069,7.7563,6.0437,6.9621,5.377,4.6172,4.9552,3.6506,4.1057,3.9,3.9931,4.0954,3.2874,4.0885,3.892,3.2264
100.32,40.569,22.962,13.209,9.6218,8.3218,5.731,6.5172,4.9437,5.2069,5.3092,3.7954,4.5966,3.9897,3.9241,4.0989,3.8046,3.808,3.8391,3.3356
114.7,27.401,23.767,11.13,9.469,9.0862,5.9103,6.5126,4.9011,4.7759,5.0391,3.9621,4.3701,3.892,4.1897,4.0483,3.8161,3.8218,3.6448,3.4736
93.193,34.469,18.226,12.31,8.8713,9.131,5.9621,6.5644,5.4057,4.2678,6.0322,4.0644,4.8897,3.9862,4.0391,3.992,3.7103,3.7724,3.3678,3.5885
108.09,43.095,21.699,17.506,9.2989,8.0368,6.254,6.4655,4.8931,4.8506,5.4736,3.9506,4.8621,4.2747,4.1517,3.954,3.8034,3.8172,3.8207,3.3218
93.094,24.938,21.823,10.222,11.178,9.0759,6.4103,6.4563,4.8011,5.577,5.3782,3.9874,4.1828,4.0138,4.1184,4.1034,3.5057,3.9667,3.7782,3.2276
96.622,30.02,21.385,8.908,9.0034,8.4368,6.9333,6.6264,4.5517,5.054,5.3609,4.0402,4.3425,4.3103,3.9368,3.923,3.2667,3.8471,3.8253,3.1333
98.137,38.085,22.633,9.8977,10.864,7.6276,5.6609,6.6333,4.8092,4.7759,5.3989,4.0655,4.6747,4.1402,4.2759,3.8241,3.4966,3.9759,3.4678,3.5862
112.35,22.347,21.74,13.332,11.543,8.1885,6.8115,6.0885,6.2644,4.4874,5.4759,4.0736,4.9517,3.9713,3.9851,3.9563,3.5345,3.8207,3.6828,3.5851
108.94,16.967,21.267,13.655,11.707,8.7218,6.0517,5.9092,5.4356,4.9333,5.2379,4.1437,4.4322,4.0448,4.2793,4.0103,3.5598,3.9069,3.5609,3.2908
110.12,30.634,22.643,14.363,10.966,9.277,5.9023,6.323,4.923,4.3207,5.1989,4.0322,4.9034,4.3701,4.0391,4.1034,3.5448,3.7655,3.7287,3.5368
92.145,41.947,18.378,12.264,8.9218,7.731,6.4828,6.8851,4.9448,5.0011,5.2897,3.8161,5.0839,3.7977,3.9816,3.9667,3.677,3.9379,3.3552,3.4575
96.678,29.747,20.764,14.668,8.8552,9.6046,5.7046,6.4931,6.2034,4.9149,5.7483,3.8897,4.8299,3.9839,4.1103,3.9046,3.8701,3.792,3.7724,3.4759
106.29,26.711,18.231,15.739,8.9253,9.3276,6.2724,6.3563,5.9609,4.5851,5.4483,3.9966,4.8057,3.9333,4.0069,4.0034,3.8011,3.7425,3.5759,3.577
95.044,22.923,22.092,8.4609,10.679,8.2644,6.2184,6.3115,6.2368,4.6828,5.4621,4.2034,4.4069,4.3322,4.1103,3.7586,3.5057,3.8759,3.8023,3.1851
126.54,28.753,22.807,10.236,9.3414,7.7322,5.7977,5.9977,4.9747,4.623,5.5218,3.7632,4.3977,4.1437,3.8368,3.8161,3.546,3.8782,3.5471,3.1402
100.99,26.29,15.949,10.413,10.649,8.2276,6.2103,5.9391,4.7759,4.5126,5.7126,4.1828,4.169,4.3034,4.077,4.1391,3.9149,3.9241,3.4621,3.5805
102.22,28.248,20.895,11.343,9.3264,9.1092,6,6.2184,5.9529,4.5713,5.3448,4.2552,4.3701,4.1115,4.0529,4.1356,3.9092,3.9437,3.4517,3.1885
99.749,41.502,19.069,10.149,10.913,8.3414,6.846,6.9218,4.8276,4.3575,6.008,3.8437,4.769,4.1874,3.8747,3.9402,3.6115,3.8011,3.9299,3.5333
101.22,40.857,21.99,12.218,9.3356,8.8931,5.7126,6.3379,4.692,5.2356,5.169,3.9713,4.3,3.9494,3.9034,4.031,3.5345,3.8011,3.7069,3.3977
115.11,15.815,21.206,13.025,9.7379,9.6011,6.4,6.5931,5.3287,4.654,4.946,4.1897,4.2195,3.8276,4.0839,4.108,3.6448,3.6678,3.5816,3.5253
113.61,29.262,18.628,14.321,11.447,8.4874,5.9644,6.5644,5.4908,4.3943,5.6575,3.8644,4.8046,4.2644,4.1724,3.8138,3.8379,3.646,4.0333,3.3793
98.505,33.469,21.343,10.439,11.389,8.6874,6.2632,6.6333,5.5379,4.7437,5.169,3.9069,4.3989,4.1149,4.1471,3.8966,3.608,3.9034,3.6322,3.5862
95.163,42.369,22.905,9.1563,8.6678,8.1678,6.4149,6.7345,6.3103,4.9195,5.5701,4,4.6276,4.1333,4.1264,3.8621,3.5471,3.7471,3.6402,3.5655
102.03,44.305,22.641,13.075,8.8333,9.5011,6.1149,6.0172,5.3897,4.4977,5.0816,4,4.7644,4.2678,4.0586,3.9908,3.3494,3.6897,3.6218,3.3724
105.3,14.302,22.663,9.5103,10.399,8.1299,5.9471,6.0862,5.5839,4.9414,5.0575,4.0678,4.3345,3.7529,4.0149,3.954,3.5391,4.0816,3.5874,3.423
99.516,28.739,22.832,12.436,10.918,8.1368,6.0816,5.8103,4.7172,4.908,5.3092,3.9713,4.5379,3.9448,4.1161,4.0126,3.4828,4.0345,3.546,3.2379
99.709,30.383,21.176,9.4126,10.18,7.9011,6.1057,6.1471,4.7023,5.0011,5.108,3.8402,4.4011,3.7839,3.9092,4.1333,3.269,3.8471,3.3609,3.6057
97.123,30.698,21.608,8.9379,10.347,8.7264,6.0345,6.2057,4.6437,5.1862,5.1506,3.9759,5.0391,4.3437,4.169,3.7149,3.4621,4.0954,3.5805,3.5011
102.78,30.129,18.854,8.1851,9.7011,8.692,6.0368,6.6322,4.7276,4.8931,5.9575,4.0494,4.6287,4.1977,4.0471,4.0874,3.8172,3.9839,3.5356,3.4885
98.93,29.194,22.907,12.748,10.889,8.6149,5.9149,6.2586,4.9563,4.5621,5.3851,3.9483,4.946,4.377,3.8149,3.9161,3.2874,3.9931,3.6598,3.3034
104.95,24.176,21.882,10.191,11.303,7.5092,6.4448,6.1448,5.3874,4.9644,5.0931,3.9448,4.1195,3.8034,3.8655,4.1287,3.7356,3.7908,3.554,3.4874
98.529,35.111,22.831,11.894,9.8379,7.4839,6.5057,5.8414,5.1563,5.3943,5.1816,4.092,4.2701,3.6506,4.2253,4.1161,3.8471,3.9034,3.7322,3.6161
109.02,34.386,21.857,14.354,9.3161,7.7057,6.1563,6.1034,5.4333,4.0241,5.1011,4.0069,4.7103,4.0448,4.1563,4.0494,3.7862,3.9471,3.7897,3.2552
97.72,33.023,20.849,13.115,10.68,8.2011,7.3069,6.5,4.9609,4.6379,5.2103,3.9115,4.8759,3.7069,4.0379,4.1667,3.977,3.9333,3.5621,3.5333
109.1,28.968,21.359,10.003,11.128,9.7437,6.2563,6.0609,4.9,4.492,5.3253,4.0241,4.2126,4.1333,3.9862,3.9529,3.5034,3.9287,3.6379,3.6563
104.58,22.37,20.763,13.028,10.045,8.7989,7.1667,6.5437,6.3506,4.7057,5.4011,4.0793,4.4115,4.2517,4.2011,3.9161,3.6655,3.9782,3.5517,3.3828
103.08,28.883,23.69,7.7391,9.2529,7.4276,5.8299,6.1575,5.3598,4.9276,5.3989,4.0345,4.2356,3.792,3.9713,3.8724,3.3598,3.7437,3.4954,3.1379
111.23,27.463,22.956,8.9253,9.0736,8.6287,5.6483,6.2483,4.7287,4.1908,5.2851,4.0253,4.4264,4.2,3.9667,4.0034,3.8207,3.6908,3.6333,3.0954
112.01,46.163,22.059,10.854,9.5644,8.4908,5.9034,6.477,5.4391,4.377,5.5931,4.0322,4.2011,4.1287,4.1069,3.977,3.8425,3.8621,3.5713,3.3724
94.521,28.622,20.594,13.525,9.1138,7.731,5.8333,6.4023,6.1954,4.2023,5.1609,3.9517,4.7908,3.8897,4.0437,4.0701,3.5069,3.708,3.8184,3.569
125.51,12.759,21.415,12.31,10.998,9.831,6.1483,6.0943,5.0805,4.8448,4.7885,3.8011,4.6494,3.9529,3.9885,4.123,3.7494,3.7609,3.6678,3.5609
96.171,37.414,22.156,12.532,8.631,8.2552,6.0299,6.6552,5.5782,4.0425,5.9908,4.2172,4.8391,3.9632,4.0011,4.131,3.3736,3.9828,3.6046,3.2828
111.63,42.077,19.198,11.861,11.114,8.2322,6.6931,6.2241,4.7402,5.4391,5.9713,3.8241,4.7253,4.0448,3.9483,3.846,3.6345,4.0414,3.708,3.308
106.96,29.475,22.493,9.1391,8.9103,8.6356,5.9356,6.477,4.7379,4.0264,5.2621,3.9954,4.9655,4.0414,4.0149,4.0931,3.7586,3.7184,3.6115,3.0759
98.853,48.416,23.647,11.52,9.6184,9.3575,6.0552,6.0483,6.2701,4.5517,5.2598,4.1218,4.5115,3.9425,3.9885,4.1034,3.5172,4.0207,3.5184,3.4046
93.699,29.73,21.851,13.483,8.9437,8.9908,6.3977,6.4011,4.9713,4.9103,5.5793,3.9747,4.4724,4.1425,4.0276,4.1092,3.8034,4.0011,3.6126,3.5598
93.938,33.526,24.247,11.076,10.891,8.8092,5.5506,6.3609,4.8885,4.8126,5.1356,3.9989,4.5172,3.9529,4.0299,4.1379,3.6713,3.9552,3.3425,3.5862
100.83,26.653,22.356,11.685,10.033,8.6115,6.0805,6.8161,4.9299,5.446,5.2586,3.8563,4.8759,3.7506,4.0839,4.1276,3.7276,3.8529,3.8851,3.3724
