22,19,17,7,9,2,9,9,4,7,5,6,8,6,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,18,11,6,7,7,6,7,5,3,5,3,7,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
20,19,14,10,8,7,8,10,4,4,5,7,4,5,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
15,14,11,13,12,13,15,12,7,5,3,3,6,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,9,10,13,13,15,20,14,10,5,4,3,2,3,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0
8,7,7,15,15,17,9,16,16,7,5,5,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,10,16,21,8,0,0,13,17,11,5,7,3,3,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0
9,10,9,13,17,19,0,0,0,14,14,11,7,6,5,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0
10,10,8,8,10,18,17,0,0,6,19,12,8,4,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
4,3,6,3,7,8,17,15,7,12,16,12,7,6,5,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0
6,3,6,4,3,5,8,18,22,13,14,14,9,5,3,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0
4,5,7,6,4,4,9,13,12,15,11,13,11,8,7,5,3,4,0,2,0,0,0,0,0,0,0,0,0,0
6,6,5,6,7,4,5,8,12,8,9,12,14,11,9,4,3,6,0,2,1,0,0,0,0,0,0,0,0,0
1,6,7,7,2,5,7,7,9,9,6,10,11,13,8,14,7,4,1,4,3,0,0,0,0,0,0,0,0,0
0,3,6,5,4,1,6,6,7,5,9,9,11,10,18,12,11,11,2,1,3,0,0,0,0,0,0,0,0,0
0,0,0,3,0,5,2,9,6,7,3,9,12,18,14,14,11,9,4,1,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6,0,6,7,14,17,17,19,4,12,11,2,5,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,10,19,28,45,1,26,5,2,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,56,50,14,1,6,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,14,25,45,35,7,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,7,17,31,27,30,16,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,10,13,20,18,39,27,5,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,10,14,13,17,44,24,5,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,8,15,15,10,9,49,23,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,8,14,15,6,0,3,53,25,4,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,8,13,16,16,0,0,0,46,24,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,12,21,10,0,0,1,40,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,7,8,25,14,0,0,27,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,8,25,24,26,26,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,6,21,36,36,16,17
