0.86,0.12245,0.020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.79592,0.16327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.061224,0.67347,0.18,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.12245,0.62,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.2,0.52,0.24,0.039216,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0.2,0.56,0.19608,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.020408,0,0,0,0.14,0.54902,0.22,0.02,0.04,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.15686,0.6,0.24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.019608,0.18,0.54,0.26,0,0,0,0,0,0,0,0,0,0
0.02,0,0.020408,0,0,0,0,0,0.18,0.56,0.22,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.02,0.1,0.64,0.24,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.12,0.68,0.2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.02,0.08,0.7,0.2,0,0,0,0,0,0
0,0,0,0,0,0,0.019608,0,0,0,0,0,0.06,0.74,0.18367,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0.04,0.73469,0.15686,0,0,0,0
0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.061224,0.76471,0.16,0,0,0
0,0,0,0,0,0,0.019608,0,0,0,0,0,0,0.02,0.020408,0.058824,0.78,0.1,0,0
0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0.84,0.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019608,0.02,0.04,0.86,0.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.94
